0.001000, 1.999996, 0.00000300
0.002000, 1.999991, 0.00000500
0.003000, 1.999984, 0.00000700
0.004000, 1.999975, 0.00000900
0.005000, 1.999964, 0.00001100
0.006000, 1.999951, 0.00001300
0.007000, 1.999936, 0.00001500
0.008000, 1.999919, 0.00001700
0.009000, 1.999900, 0.00001900
0.010000, 1.999879, 0.00002100
0.011000, 1.999856, 0.00002300
0.012000, 1.999831, 0.00002500
0.013000, 1.999804, 0.00002700
0.014000, 1.999775, 0.00002900
0.015000, 1.999744, 0.00003100
0.016000, 1.999711, 0.00003300
0.017000, 1.999676, 0.00003500
0.018000, 1.999639, 0.00003700
0.019000, 1.999600, 0.00003900
0.020000, 1.999559, 0.00004100
0.021000, 1.999516, 0.00004300
0.022000, 1.999471, 0.00004500
0.023000, 1.999424, 0.00004700
0.024000, 1.999375, 0.00004900
0.025000, 1.999324, 0.00005099
0.026000, 1.999271, 0.00005299
0.027000, 1.999216, 0.00005499
0.028000, 1.999159, 0.00005699
0.029000, 1.999100, 0.00005899
0.030000, 1.999039, 0.00006099
0.031000, 1.998976, 0.00006299
0.032000, 1.998911, 0.00006499
0.033000, 1.998844, 0.00006699
0.034000, 1.998775, 0.00006899
0.035000, 1.998704, 0.00007099
0.036000, 1.998631, 0.00007298
0.037000, 1.998556, 0.00007498
0.038000, 1.998479, 0.00007698
0.039000, 1.998400, 0.00007898
0.040000, 1.998319, 0.00008098
0.041000, 1.998236, 0.00008298
0.042000, 1.998151, 0.00008497
0.043000, 1.998064, 0.00008697
0.044000, 1.997975, 0.00008897
0.045000, 1.997884, 0.00009097
0.046000, 1.997791, 0.00009297
0.047000, 1.997696, 0.00009496
0.048000, 1.997599, 0.00009696
0.049000, 1.997501, 0.00009896
0.050000, 1.997400, 0.00010096
0.051000, 1.997297, 0.00010295
0.052000, 1.997192, 0.00010495
0.053000, 1.997085, 0.00010695
0.054000, 1.996976, 0.00010895
0.055000, 1.996865, 0.00011094
0.056000, 1.996752, 0.00011294
0.057000, 1.996637, 0.00011494
0.058000, 1.996520, 0.00011693
0.059000, 1.996401, 0.00011893
0.060000, 1.996280, 0.00012093
0.061000, 1.996157, 0.00012292
0.062000, 1.996032, 0.00012492
0.063000, 1.995905, 0.00012692
0.064000, 1.995776, 0.00012891
0.065000, 1.995646, 0.00013091
0.066000, 1.995513, 0.00013290
0.067000, 1.995378, 0.00013490
0.068000, 1.995241, 0.00013689
0.069000, 1.995102, 0.00013889
0.070000, 1.994961, 0.00014088
0.071000, 1.994818, 0.00014288
0.072000, 1.994673, 0.00014487
0.073000, 1.994526, 0.00014687
0.074000, 1.994378, 0.00014886
0.075000, 1.994227, 0.00015086
0.076000, 1.994074, 0.00015285
0.077000, 1.993919, 0.00015485
0.078000, 1.993762, 0.00015684
0.079000, 1.993603, 0.00015883
0.080000, 1.993443, 0.00016083
0.081000, 1.993280, 0.00016282
0.082000, 1.993115, 0.00016481
0.083000, 1.992948, 0.00016681
0.084000, 1.992779, 0.00016880
0.085000, 1.992609, 0.00017079
0.086000, 1.992436, 0.00017278
0.087000, 1.992261, 0.00017478
0.088000, 1.992084, 0.00017677
0.089000, 1.991905, 0.00017876
0.090000, 1.991725, 0.00018075
0.091000, 1.991542, 0.00018275
0.092000, 1.991357, 0.00018474
0.093000, 1.991171, 0.00018673
0.094000, 1.990982, 0.00018872
0.095000, 1.990791, 0.00019071
0.096000, 1.990598, 0.00019270
0.097000, 1.990404, 0.00019469
0.098000, 1.990207, 0.00019668
0.099000, 1.990008, 0.00019867
0.100000, 1.989808, 0.00020066
0.101000, 1.989605, 0.00020265
0.102000, 1.989400, 0.00020464
0.103000, 1.989194, 0.00020663
0.104000, 1.988985, 0.00020862
0.105000, 1.988775, 0.00021061
0.106000, 1.988562, 0.00021260
0.107000, 1.988347, 0.00021459
0.108000, 1.988131, 0.00021658
0.109000, 1.987912, 0.00021856
0.110000, 1.987692, 0.00022055
0.111000, 1.987469, 0.00022254
0.112000, 1.987245, 0.00022453
0.113000, 1.987018, 0.00022651
0.114000, 1.986790, 0.00022850
0.115000, 1.986559, 0.00023049
0.116000, 1.986327, 0.00023247
0.117000, 1.986092, 0.00023446
0.118000, 1.985856, 0.00023645
0.119000, 1.985617, 0.00023843
0.120000, 1.985377, 0.00024042
0.121000, 1.985134, 0.00024240
0.122000, 1.984890, 0.00024439
0.123000, 1.984644, 0.00024637
0.124000, 1.984395, 0.00024836
0.125000, 1.984145, 0.00025034
0.126000, 1.983893, 0.00025233
0.127000, 1.983638, 0.00025431
0.128000, 1.983382, 0.00025629
0.129000, 1.983124, 0.00025828
0.130000, 1.982864, 0.00026026
0.131000, 1.982601, 0.00026224
0.132000, 1.982337, 0.00026423
0.133000, 1.982071, 0.00026621
0.134000, 1.981803, 0.00026819
0.135000, 1.981532, 0.00027017
0.136000, 1.981260, 0.00027215
0.137000, 1.980986, 0.00027414
0.138000, 1.980710, 0.00027612
0.139000, 1.980432, 0.00027810
0.140000, 1.980152, 0.00028008
0.141000, 1.979870, 0.00028206
0.142000, 1.979586, 0.00028404
0.143000, 1.979300, 0.00028602
0.144000, 1.979012, 0.00028800
0.145000, 1.978722, 0.00028998
0.146000, 1.978430, 0.00029195
0.147000, 1.978136, 0.00029393
0.148000, 1.977840, 0.00029591
0.149000, 1.977542, 0.00029789
0.150000, 1.977242, 0.00029987
0.151000, 1.976940, 0.00030184
0.152000, 1.976637, 0.00030382
0.153000, 1.976331, 0.00030580
0.154000, 1.976023, 0.00030777
0.155000, 1.975713, 0.00030975
0.156000, 1.975402, 0.00031173
0.157000, 1.975088, 0.00031370
0.158000, 1.974772, 0.00031568
0.159000, 1.974455, 0.00031765
0.160000, 1.974135, 0.00031963
0.161000, 1.973813, 0.00032160
0.162000, 1.973490, 0.00032357
0.163000, 1.973164, 0.00032555
0.164000, 1.972837, 0.00032752
0.165000, 1.972507, 0.00032949
0.166000, 1.972176, 0.00033147
0.167000, 1.971842, 0.00033344
0.168000, 1.971507, 0.00033541
0.169000, 1.971170, 0.00033738
0.170000, 1.970830, 0.00033935
0.171000, 1.970489, 0.00034132
0.172000, 1.970146, 0.00034329
