0.000000, 3.000400
0.000100, 3.000600
0.000200, 3.000800
0.000300, 3.000999
0.000400, 3.001199
0.000500, 3.001399
0.000600, 3.001598
0.000700, 3.001798
0.000800, 3.001998
0.000900, 3.002197
0.001000, 3.002396
0.001100, 3.002596
0.001200, 3.002795
0.001300, 3.002994
0.001400, 3.003194
0.001500, 3.003393
0.001600, 3.003592
0.001700, 3.003791
0.001800, 3.003990
0.001900, 3.004189
0.002000, 3.004388
0.002100, 3.004587
0.002200, 3.004786
0.002300, 3.004984
0.002400, 3.005183
0.002500, 3.005382
0.002600, 3.005580
0.002700, 3.005779
0.002800, 3.005978
0.002900, 3.006176
0.003000, 3.006374
0.003100, 3.006573
0.003200, 3.006771
0.003300, 3.006969
0.003400, 3.007168
0.003500, 3.007366
0.003600, 3.007564
0.003700, 3.007762
0.003800, 3.007960
0.003900, 3.008158
0.004000, 3.008356
0.004100, 3.008554
0.004200, 3.008752
0.004300, 3.008949
0.004400, 3.009147
0.004500, 3.009345
0.004600, 3.009543
0.004700, 3.009740
0.004800, 3.009938
0.004900, 3.010135
0.005000, 3.010333
0.005100, 3.010530
0.005200, 3.010727
0.005300, 3.010925
0.005400, 3.011122
0.005500, 3.011319
0.005600, 3.011516
0.005700, 3.011713
0.005800, 3.011910
0.005900, 3.012107
0.006000, 3.012304
0.006100, 3.012501
0.006200, 3.012698
0.006300, 3.012895
0.006400, 3.013091
0.006500, 3.013288
0.006600, 3.013485
0.006700, 3.013681
0.006800, 3.013878
0.006900, 3.014074
0.007000, 3.014271
0.007100, 3.014467
0.007200, 3.014664
0.007300, 3.014860
0.007400, 3.015056
0.007500, 3.015252
0.007600, 3.015449
0.007700, 3.015645
0.007800, 3.015841
0.007900, 3.016037
0.008000, 3.016233
0.008100, 3.016429
0.008200, 3.016624
0.008300, 3.016820
0.008400, 3.017016
0.008500, 3.017212
0.008600, 3.017407
0.008700, 3.017603
0.008800, 3.017798
0.008900, 3.017994
0.009000, 3.018189
0.009100, 3.018385
0.009200, 3.018580
0.009300, 3.018776
0.009400, 3.018971
0.009500, 3.019166
0.009600, 3.019361
0.009700, 3.019556
0.009800, 3.019751
0.009900, 3.019946
0.010000, 3.020141
0.010100, 3.020336
0.010200, 3.020531
0.010300, 3.020726
0.010400, 3.020921
0.010500, 3.021115
0.010600, 3.021310
0.010700, 3.021505
0.010800, 3.021699
0.010900, 3.021894
0.011000, 3.022088
0.011100, 3.022283
0.011200, 3.022477
0.011300, 3.022671
0.011400, 3.022866
0.011500, 3.023060
0.011600, 3.023254
0.011700, 3.023448
0.011800, 3.023642
0.011900, 3.023836
0.012000, 3.024030
0.012100, 3.024224
0.012200, 3.024418
0.012300, 3.024612
0.012400, 3.024806
0.012500, 3.024999
0.012600, 3.025193
0.012700, 3.025387
0.012800, 3.025580
0.012900, 3.025774
0.013000, 3.025967
0.013100, 3.026161
0.013200, 3.026354
0.013300, 3.026548
0.013400, 3.026741
0.013500, 3.026934
0.013600, 3.027127
0.013700, 3.027321
0.013800, 3.027514
0.013900, 3.027707
0.014000, 3.027900
0.014100, 3.028093
0.014200, 3.028286
0.014300, 3.028478
0.014400, 3.028671
0.014500, 3.028864
0.014600, 3.029057
0.014700, 3.029249
0.014800, 3.029442
0.014900, 3.029635
0.015000, 3.029827
0.015100, 3.030020
0.015200, 3.030212
0.015300, 3.030404
0.015400, 3.030597
0.015500, 3.030789
0.015600, 3.030981
0.015700, 3.031173
0.015800, 3.031365
0.015900, 3.031557
0.016000, 3.031750
0.016100, 3.031941
0.016200, 3.032133
0.016300, 3.032325
0.016400, 3.032517
0.016500, 3.032709
0.016600, 3.032901
0.016700, 3.033092
0.016800, 3.033284
0.016900, 3.033476
0.017000, 3.033667
0.017100, 3.033859
0.017200, 3.034050
0.017300, 3.034241
0.017400, 3.034433
0.017500, 3.034624
0.017600, 3.034815
0.017700, 3.035007
0.017800, 3.035198
0.017900, 3.035389
0.018000, 3.035580
0.018100, 3.035771
0.018200, 3.035962
0.018300, 3.036153
0.018400, 3.036344
0.018500, 3.036534
0.018600, 3.036725
0.018700, 3.036916
0.018800, 3.037107
0.018900, 3.037297
0.019000, 3.037488
0.019100, 3.037678
0.019200, 3.037869
0.019300, 3.038059
0.019400, 3.038250
0.019500, 3.038440
0.019600, 3.038630
0.019700, 3.038820
0.019800, 3.039011
0.019900, 3.039201
0.020000, 3.039391
0.020100, 3.039581
0.020200, 3.039771
0.020300, 3.039961
0.020400, 3.040151
0.020500, 3.040340
0.020600, 3.040530
0.020700, 3.040720
0.020800, 3.040910
0.020900, 3.041099
0.021000, 3.041289
0.021100, 3.041478
0.021200, 3.041668
0.021300, 3.041857
0.021400, 3.042047
0.021500, 3.042236
0.021600, 3.042426
0.021700, 3.042615
0.021800, 3.042804
0.021900, 3.042993
0.022000, 3.043182
0.022100, 3.043371
0.022200, 3.043560
0.022300, 3.043749
0.022400, 3.043938
0.022500, 3.044127
0.022600, 3.044316
0.022700, 3.044505
0.022800, 3.044694
0.022900, 3.044882
0.023000, 3.045071
0.023100, 3.045259
0.023200, 3.045448
0.023300, 3.045636
0.023400, 3.045825
0.023500, 3.046013
0.023600, 3.046202
0.023700, 3.046390
0.023800, 3.046578
0.023900, 3.046766
0.024000, 3.046955
0.024100, 3.047143
0.024200, 3.047331
0.024300, 3.047519
0.024400, 3.047707
0.024500, 3.047895
0.024600, 3.048082
0.024700, 3.048270
0.024800, 3.048458
0.024900, 3.048646
0.025000, 3.048833
0.025100, 3.049021
0.025200, 3.049209
0.025300, 3.049396
0.025400, 3.049584
0.025500, 3.049771
0.025600, 3.049958
0.025700, 3.050146
0.025800, 3.050333
0.025900, 3.050520
0.026000, 3.050708
0.026100, 3.050895
0.026200, 3.051082
0.026300, 3.051269
0.026400, 3.051456
0.026500, 3.051643
0.026600, 3.051830
0.026700, 3.052017
0.026800, 3.052203
0.026900, 3.052390
0.027000, 3.052577
0.027100, 3.052763
0.027200, 3.052950
0.027300, 3.053137
0.027400, 3.053323
0.027500, 3.053510
0.027600, 3.053696
0.027700, 3.053882
0.027800, 3.054069
0.027900, 3.054255
0.028000, 3.054441
0.028100, 3.054627
0.028200, 3.054814
0.028300, 3.055000
0.028400, 3.055186
0.028500, 3.055372
0.028600, 3.055558
0.028700, 3.055744
0.028800, 3.055929
0.028900, 3.056115
0.029000, 3.056301
0.029100, 3.056487
0.029200, 3.056672
0.029300, 3.056858
0.029400, 3.057044
0.029500, 3.057229
0.029600, 3.057415
0.029700, 3.057600
0.029800, 3.057785
0.029900, 3.057971
0.030000, 3.058156
0.030100, 3.058341
0.030200, 3.058526
0.030300, 3.058712
0.030400, 3.058897
0.030500, 3.059082
0.030600, 3.059267
0.030700, 3.059452
0.030800, 3.059637
0.030900, 3.059821
0.031000, 3.060006
0.031100, 3.060191
0.031200, 3.060376
0.031300, 3.060560
0.031400, 3.060745
0.031500, 3.060929
0.031600, 3.061114
0.031700, 3.061298
0.031800, 3.061483
0.031900, 3.061667
0.032000, 3.061852
0.032100, 3.062036
0.032200, 3.062220
0.032300, 3.062404
0.032400, 3.062588
0.032500, 3.062773
0.032600, 3.062957
0.032700, 3.063141
0.032800, 3.063324
0.032900, 3.063508
0.033000, 3.063692
0.033100, 3.063876
0.033200, 3.064060
0.033300, 3.064244
0.033400, 3.064427
0.033500, 3.064611
0.033600, 3.064794
0.033700, 3.064978
0.033800, 3.065161
0.033900, 3.065345
0.034000, 3.065528
0.034100, 3.065712
0.034200, 3.065895
0.034300, 3.066078
0.034400, 3.066261
0.034500, 3.066444
0.034600, 3.066627
